event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized,district,district_state,district_state_code,district_code,district_lgd,state_lgd,rainfall_7d,rainfall_48h,rainfall_24h,average_humidity_24h,soil_moisture,landslide,elevation,slope
2253,2010-08-15 23:00:00,landslide,downpour,medium,unknown,India,Manipur,94.48265093,25.31006064,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,135.5,28.1,20.5,92.17,0.466,1,1571.0,27.78
2042,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.5238,26.0093,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,119.3,18.2,3.9,86.54,0.472,1,1828.0,10.97
NEG_0257,2011-07-25 00:00:00,,,,,,,93.92215666785688,25.51660772459531,,Senapati,,,,,,170.6,25.9,18.7,94.08,0.435,0,1888.0,32.63
9087,2016-07-19 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,94.9612,28.235,Arunachal Pradesh,Siang,Arunachal Pradesh,12.0,764.0,679.0,12.0,199.7,63.1,43.2,97.0,0.429,1,251.0,39.05
7701,2015-08-19 15:00:00,landslide,continuous_rain,medium,above_road,India,Nagaland,94.1051,25.6278,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,52.5,9.9,3.7,86.83,0.473,1,1508.0,22.0
2283,2010-08-19 00:00:00,mudslide,downpour,medium,unknown,India,Manipur,93.4957,24.8961,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,125.1,8.7,4.6,95.54,0.416,1,1049.0,36.03
6222,2014-10-01 11:00:00,landslide,unknown,small,above_road,India,Arunachal Pradesh,93.7706,27.1249,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,64.8,1.0,0.0,77.96,0.36,1,151.0,18.94
4436,2012-06-25 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4993,26.9986,Arunachal Pradesh,Tirap,Arunachal Pradesh,12.0,254.0,239.0,12.0,217.6,65.3,43.5,93.92,0.484,1,615.0,7.01
NEG_0209,2016-10-12 00:00:00,,,,,,,95.1150773617376,26.94953383193537,,Mon,,,,,,50.8,19.2,11.3,91.46,0.472,0,122.0,1.57
NEG_0104,2015-09-01 00:00:00,,,,,,,93.82386639010144,24.78608295782337,,Imphal West,,,,,,37.1,13.7,5.5,91.67,0.499,0,782.0,0.57
NEG_0162,2016-07-16 00:00:00,,,,,,,94.16520047700118,25.568060207285356,,Kohima,,,,,,100.9,20.4,12.8,92.42,0.515,0,1309.0,15.87
2043,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,95.0281,26.7225,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,108.5,23.7,7.3,88.46,0.466,1,706.0,13.27
NEG_0191,2014-08-14 23:00:00,,,,,,,92.48601972311604,23.22743715344856,,Lunglei,,,,,,39.7,16.3,10.2,93.12,0.423,0,604.0,25.39
4382,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.8573,25.1175,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,182.9,138.6,20.9,92.04,0.502,1,158.0,11.71
2247,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.8422,26.148,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,58.7,19.4,12.0,90.62,0.494,1,1504.0,22.1
NEG_0145,2014-09-21 00:00:00,,,,,,,91.82241200388596,26.13753400570108,,Kamrup Metro,,,,,,108.1,79.9,58.6,93.04,0.484,0,55.0,0.77
NEG_0289,2009-08-12 00:00:00,,,,,,,91.9655721145108,27.666938371534293,,Tawang,,,,,,46.0,11.8,7.3,90.46,0.417,0,4114.0,16.8
NEG_0265,2009-08-20 00:00:00,,,,,,,92.84885599715726,22.26109608179978,,Siaha,,,,,,63.8,28.4,14.1,98.54,0.43,0,269.0,16.53
4892,2013-06-01 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,94.25,27.8776,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,12.0,249.0,241.0,12.0,116.9,46.1,24.2,92.04,0.421,1,993.0,33.83
NEG_0166,2012-06-02 00:00:00,,,,,,,94.0876583574283,25.80816244926024,,Kohima,,,,,,98.2,64.0,50.0,94.38,0.497,0,1138.0,28.76
NEG_0053,2013-05-11 09:00:00,,,,,,,93.05933731819876,25.2419327084764,,Dima Hasao,,,,,,439.8,173.5,75.4,98.38,0.49,0,385.0,8.97
587,2008-06-15 00:00:00,landslide,downpour,medium,unknown,India,Assam,94.0989,27.2298,Assam,Lakhimpur,Assam,18.0,307.0,295.0,18.0,135.0,69.8,40.2,91.25,0.405,1,95.0,0.26
7334,2015-08-18 00:00:00,landslide,unknown,medium,unknown,India,Arunachal Pradesh,94.7596,28.1737,Arunachal Pradesh,West Siang,Arunachal Pradesh,12.0,250.0,243.0,12.0,143.3,86.8,30.5,97.04,0.429,1,610.0,19.63
NEG_0170,2015-09-14 03:10:00,,,,,,,94.02820380183266,25.741774466578356,,Kohima,,,,,,91.8,14.9,7.4,87.29,0.474,0,799.0,13.7
NEG_0125,2015-08-01 00:00:00,,,,,,,91.98576018477594,26.16352773884582,,Kamrup Metro,,,,,,45.3,29.0,29.0,84.75,0.494,0,52.0,0.39
7910,2015-08-01 00:00:00,landslide,unknown,medium,above_road,India,Manipur,94.1146,24.3481,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,491.1,287.6,163.3,99.96,0.444,1,995.0,2.87
NEG_0089,2013-05-11 00:00:00,,,,,,,88.51191360811467,27.188551784871457,,Gangtok,,,,,,18.9,7.5,1.6,86.04,0.41,0,540.0,21.12
NEG_0059,2016-05-18 08:00:00,,,,,,,93.19115856767536,25.49490919585902,,Dima Hasao,,,,,,86.6,5.5,3.0,78.54,0.484,0,259.0,6.13
NEG_0037,2010-11-22 00:00:00,,,,,,,94.03455800285089,23.993320040773128,,Chandel,,,,,,4.0,2.7,1.8,89.71,0.345,0,1119.0,26.58
2574,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1477,25.4749,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,91.7,59.3,36.7,99.04,0.517,1,152.0,1.82
7384,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0906,23.9278,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,640.9,415.0,212.5,99.96,0.489,1,909.0,18.37
NEG_0083,2013-07-01 00:00:00,,,,,,,88.84665047366147,27.354092555929668,,Gangtok,,,,,,119.0,23.4,13.6,94.83,0.424,0,4089.0,34.89
NEG_0206,2011-06-29 00:00:00,,,,,,,95.07934797496075,26.373091561874485,,Mon,,,,,,95.6,66.8,43.6,91.42,0.45,0,2311.0,20.28
NEG_0015,2011-09-06 08:00:00,,,,,,,92.97149657096976,24.168650497669283,,Aizawl,,,,,,83.2,27.6,23.1,93.21,0.424,0,544.0,22.07
8237,2016-07-01 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,92.6351,27.0136,Arunachal Pradesh,West Kameng,Arunachal Pradesh,12.0,246.0,242.0,12.0,87.2,45.1,21.1,94.42,0.47,1,231.0,2.27
NEG_0286,2016-06-12 00:00:00,,,,,,,93.53855134732729,24.962373083593743,,Tamenglong,,,,,,70.8,25.3,16.6,95.21,0.425,0,522.0,26.46
NEG_0048,2013-09-02 00:00:00,,,,,,,92.57512165491632,25.471373470398007,,Dima Hasao,,,,,,91.6,16.3,12.4,86.75,0.508,0,743.0,3.17
4407,2012-06-13 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.3567,25.0951,Assam,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,144.5,33.8,7.8,89.33,0.48,1,246.0,33.3
NEG_0303,2010-06-15 00:00:00,,,,,,,94.7088219667056,26.2052208087556,,Tuensang,,,,,,56.7,28.6,14.4,90.08,0.423,0,1954.0,17.69
220,2007-08-31 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.9667,25.1333,Manipur,Kangpokpi,Manipur,14.0,767.0,712.0,14.0,127.4,22.6,5.1,85.83,0.479,1,1009.0,2.94
3760,2011-07-11 09:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1095,25.6703,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,55.4,6.5,3.7,86.71,0.515,1,1448.0,14.07
NEG_0260,2016-10-12 00:00:00,,,,,,,94.19981194326864,25.508076833274565,,Senapati,,,,,,73.4,33.1,29.4,95.5,0.419,0,1530.0,16.4
NEG_0345,2011-05-31 14:00:00,,,,,,,94.53328948946633,25.98503959855764,,Zunheboto,,,,,,81.9,45.4,31.2,91.0,0.515,0,1332.0,22.01
NEG_0256,2007-09-08 00:00:00,,,,,,,94.04915940014617,25.304836176659105,,Senapati,,,,,,156.9,51.4,23.2,98.79,0.491,0,1023.0,16.78
7409,2015-08-02 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.6219,25.72,Nagaland,Meluri,Nagaland,13.0,847.0,788.0,13.0,61.8,44.2,9.3,86.83,0.488,1,1765.0,41.63
NEG_0060,2010-06-16 00:00:00,,,,,,,93.02475418936709,25.542980565579203,,Dima Hasao,,,,,,45.1,12.2,8.5,89.04,0.497,0,169.0,10.99
7383,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.1434,23.899,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,750.4,433.2,198.8,99.96,0.489,1,269.0,17.02
2248,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.9152,26.222,Nagaland,Noklak,Nagaland,13.0,792.0,736.0,13.0,106.2,33.9,25.6,92.96,0.45,1,1734.0,23.16
NEG_0275,2016-10-12 00:00:00,,,,,,,93.2664379652522,24.945353854190767,,Tamenglong,,,,,,29.0,8.3,2.8,91.33,0.404,0,191.0,10.37
7706,2015-08-19 00:00:00,landslide,rain,medium,above_road,India,Meghalaya,92.3636,25.0728,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,258.5,113.8,65.3,98.0,0.47,1,120.0,6.79
4378,2012-06-02 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,96.1517,28.8254,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,12.0,257.0,230.0,12.0,28.3,22.0,11.2,83.21,0.428,1,3589.0,31.12
3662,2011-06-28 00:00:00,landslide,rain,medium,below_road,India,Manipur,94.0144205,25.03561729,Manipur,Imphal East,Manipur,14.0,278.0,255.0,14.0,41.0,15.4,8.2,93.92,0.501,1,873.0,1.41
1961,2010-06-09 14:15:00,landslide,downpour,medium,unknown,India,Meghālaya,91.2,25.8833,Meghalaya,Kamrup,Assam,18.0,321.0,291.0,18.0,143.9,19.2,15.3,94.75,0.463,1,247.0,20.34
8930,2016-07-11 23:00:00,landslide,unknown,large,unknown,India,Nagaland,94.4922,26.1699,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,130.2,26.9,13.6,92.21,0.51,1,1134.0,23.28
NEG_0213,2010-07-06 00:00:00,,,,,,,88.3306875459138,27.176328637651643,,Namchi,,,,,,183.8,33.5,22.0,97.42,0.426,0,778.0,31.72
NEG_0032,2013-08-16 00:00:00,,,,,,,94.09364890786838,24.30310116627508,,Chandel,,,,,,109.5,33.5,12.2,96.75,0.434,0,1034.0,15.11
NEG_0172,2012-03-04 00:00:00,,,,,,,94.04288666056614,25.864332042758186,,Kohima,,,,,,5.0,2.4,1.5,75.29,0.33,0,849.0,24.32
NEG_0054,2010-03-27 20:00:00,,,,,,,92.71531169496656,25.584314333924116,,Dima Hasao,,,,,,1.9,1.3,0.8,68.04,0.306,0,453.0,25.81
NEG_0016,2015-08-19 00:00:00,,,,,,,92.96220366501768,24.20034977468548,,Aizawl,,,,,,49.7,6.7,3.3,86.96,0.406,0,300.0,14.0
5336,2013-08-16 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.9439,26.3897,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,82.8,21.9,12.8,89.92,0.466,1,514.0,4.59
7664,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.4251,24.7459,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,94.9,20.3,11.6,96.67,0.419,1,769.0,10.75
3560,2011-05-31 14:30:00,landslide,downpour,medium,unknown,India,Manipur,93.5935,24.8286,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,84.9,44.0,26.2,96.79,0.454,1,777.0,30.75
9051,2016-07-19 09:00:00,landslide,unknown,medium,natural_slope,India,Meghalaya,91.8744337,26.09748244,Meghalaya,Ri Bhoi,Meghalaya,17.0,297.0,276.0,17.0,197.7,74.1,34.3,94.75,0.479,1,188.0,24.38
2106,2010-07-20 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.9921,26.8716,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,168.9,78.1,41.1,90.38,0.506,1,288.0,7.64
2411,2010-09-10 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.7273,27.0011,Arunachal Pradesh,Lakhimpur,Assam,18.0,307.0,295.0,18.0,96.0,32.7,15.5,91.62,0.422,1,109.0,0.59
126,2007-07-16 00:00:00,mudslide,rain,medium,unknown,India,Sikkim,88.38,27.1499,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,286.5,26.0,8.6,91.12,0.405,1,1099.0,32.93
8224,2015-09-14 01:30:00,landslide,downpour,medium,above_road,India,Mizoram,92.7187,23.7313,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,46.1,20.5,14.9,91.42,0.43,1,1039.0,18.46
NEG_0258,2015-07-15 08:00:00,,,,,,,94.13279756630796,25.216082876995895,,Senapati,,,,,,86.3,12.4,7.9,90.88,0.457,0,1260.0,18.57
256,2007-09-10 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.6236,27.3425,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,441.1,138.6,78.5,98.92,0.42,1,2102.0,23.16
7031,2015-05-24 00:00:00,landslide,unknown,medium,above_road,India,Sikkim,88.6586,27.6163,Sikkim,Mangan,Sikkim,11.0,241.0,226.0,11.0,184.5,66.0,21.3,87.88,0.418,1,1875.0,33.96
NEG_0117,2013-08-04 00:00:00,,,,,,,92.05811512458614,26.135894919018032,,Kamrup Metro,,,,,,109.0,25.4,6.5,84.58,0.474,0,56.0,6.18
NEG_0284,2014-09-22 00:00:00,,,,,,,93.78227683263724,25.385484006557107,,Tamenglong,,,,,,104.1,15.6,4.3,92.29,0.416,0,1027.0,30.06
7265,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.9854,25.5007,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,98.12,0.444,1,1437.0,27.64
2569,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.0212,25.2745,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,58.0,35.9,19.7,99.54,0.433,1,1083.0,6.83
NEG_0010,2010-07-06 00:00:00,,,,,,,92.72715200375066,23.4065050457272,,Aizawl,,,,,,45.8,12.8,12.2,92.29,0.415,0,867.0,31.32
NEG_0154,2015-08-16 00:00:00,,,,,,,94.79575554659952,25.87294109544401,,Kiphire,,,,,,57.1,17.0,10.0,93.04,0.508,0,727.0,17.79
2098,2010-07-19 06:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.0283,26.7215,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,159.2,43.3,37.0,92.17,0.501,1,704.0,2.98
NEG_0072,2015-08-19 00:00:00,,,,,,,91.6383043523845,25.44089501536235,,East Khasi Hills,,,,,,275.0,144.3,85.5,97.96,0.496,0,1744.0,24.74
545,2008-05-20 00:00:00,mudslide,mining,medium,unknown,India,Assam,92.8411,24.9849,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,58.9,46.0,26.1,89.54,0.508,1,252.0,16.22
NEG_0107,2007-07-16 00:00:00,,,,,,,94.24522760724716,24.641126549377116,,Kamjong,,,,,,48.6,28.0,18.8,97.62,0.446,0,1407.0,18.43
NEG_0185,2015-08-19 09:00:00,,,,,,,94.13102165095252,27.02308689959016,,Lakhimpur,,,,,,80.2,41.8,35.8,90.21,0.515,0,83.0,0.51
6016,2014-05-09 23:00:00,landslide,rain,small,unknown,India,Assam,92.3576,24.8669,Assam,Sribhumi,Assam,18.0,317.0,293.0,18.0,176.0,106.2,65.9,95.38,0.466,1,18.0,0.89
NEG_0138,2015-09-06 15:00:00,,,,,,,91.824683055449,26.14370771275923,,Kamrup Metro,,,,,,224.4,36.4,7.2,89.83,0.488,0,54.0,0.57
NEG_0007,2013-09-01 00:00:00,,,,,,,92.973546129001,23.98047757948749,,Aizawl,,,,,,56.3,3.3,0.5,84.79,0.392,0,580.0,23.25
NEG_0111,2007-08-26 00:00:00,,,,,,,91.62112902401525,26.43206472449733,,Kamrup,,,,,,48.4,5.1,1.7,86.58,0.479,0,55.0,0.57
2421,2010-09-13 09:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.74128531,23.75406693,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,92.96,0.411,1,994.0,19.19
3672,2011-06-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.3613,25.5125,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,24.6,11.6,1.7,87.88,0.438,1,320.0,13.34
6971,2015-06-09 00:00:00,landslide,continuous_rain,medium,above_road,India,Arunachal Pradesh,93.816,27.0987,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,148.3,70.1,44.0,94.58,0.439,1,211.0,6.93
NEG_0246,2011-06-29 00:00:00,,,,,,,94.11540849703736,25.46605896739607,,Senapati,,,,,,132.7,58.7,26.5,94.25,0.443,0,1656.0,17.63
5272,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5438,26.2083,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,68.2,20.7,3.8,90.29,0.494,1,1469.0,13.53
NEG_0304,2010-10-09 00:00:00,,,,,,,94.70745330352574,26.15890127108435,,Tuensang,,,,,,67.6,42.9,23.9,92.83,0.453,0,2024.0,35.6
6970,2015-06-16 00:00:00,rock_fall,downpour,small,above_road,India,Meghalaya,90.2191,25.5084,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,301.9,32.8,21.7,94.0,0.509,1,300.0,7.98
NEG_0148,2013-08-04 00:00:00,,,,,,,93.97852168509658,25.19998581836119,,Kangpokpi,,,,,,43.2,18.2,6.9,88.38,0.422,0,1377.0,14.48
3633,2011-06-20 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5121,26.3186,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,138.8,45.8,6.6,90.04,0.466,1,1260.0,16.23
4394,2012-06-07 04:30:00,landslide,rain,large,unknown,India,Sikkim,88.6458,27.1748,Sikkim,Pakyong,Sikkim,11.0,801.0,741.0,11.0,107.8,3.3,1.6,79.0,0.374,1,930.0,19.29
NEG_0004,2015-09-23 15:00:00,,,,,,,92.9090149222461,23.778966580178743,,Aizawl,,,,,,77.1,7.6,3.4,90.17,0.412,0,913.0,26.82
6775,2015-02-14 00:00:00,landslide,mining,small,mine,India,Assam,91.6469,26.1468,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,0.5,0.4,0.4,66.12,0.249,1,52.0,8.62
3983,2011-09-23 00:00:00,landslide,downpour,large,unknown,India,Assam,91.7351,26.1548,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,151.2,57.0,32.2,92.58,0.492,1,55.0,0.39
NEG_0084,2007-07-16 00:00:00,,,,,,,88.68379093462644,27.341109371109816,,Gangtok,,,,,,290.7,40.0,19.3,92.38,0.428,0,2111.0,20.96
NEG_0009,2012-06-13 00:00:00,,,,,,,92.87692570090424,24.288059808591733,,Aizawl,,,,,,37.5,3.1,2.3,86.79,0.39,0,192.0,8.7
322,2007-10-21 00:00:00,landslide,rain,medium,unknown,India,Assam,93.4333,24.75,Assam,Noney,Manipur,14.0,771.0,714.0,14.0,75.2,16.0,10.8,95.75,0.414,1,546.0,36.56
5431,2013-09-01 00:00:00,mudslide,continuous_rain,medium,unknown,India,Assam,93.5063,24.9829,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,81.7,3.0,1.2,89.88,0.398,1,1284.0,21.77
NEG_0018,2010-09-10 00:00:00,,,,,,,97.281647172359,28.157424271246036,,Anjaw,,,,,,44.3,1.6,1.0,85.75,0.396,0,4083.0,7.51
3738,2011-07-06 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9482,24.8063,Manipur,Imphal East,Manipur,14.0,278.0,255.0,14.0,50.3,15.1,8.9,87.17,0.498,1,783.0,0.89
NEG_0278,2015-09-05 00:00:00,,,,,,,93.80539503787962,25.199938792782103,,Tamenglong,,,,,,101.9,17.1,3.9,95.92,0.412,0,844.0,14.55
NEG_0332,2013-06-07 00:00:00,,,,,,,91.30789903481858,23.7696627054414,,West Tripura,,,,,,17.8,6.2,1.3,81.92,0.447,0,49.0,2.57
6213,2014-09-24 00:00:00,landslide,continuous_rain,large,unknown,India,Meghalaya,90.5763,25.8143,Meghalaya,North Garo Hills,Meghalaya,17.0,712.0,656.0,17.0,150.8,91.8,19.6,96.17,0.468,1,63.0,3.75
215,2007-08-28 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,93.9136,25.7428,Nagaland,Chumoukedima,Nagaland,13.0,818.0,758.0,13.0,142.2,102.1,61.9,91.5,0.479,1,452.0,9.26
2415,2010-09-12 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.11112157,25.63961883,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,64.5,23.2,9.6,90.46,0.426,1,1499.0,12.56
9336,2016-05-18 08:00:00,landslide,continuous_rain,small,unknown,India,Assam,92.5121,24.5308,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,93.7,38.7,30.7,87.79,0.427,1,67.0,2.29
NEG_0230,2015-08-18 00:00:00,,,,,,,93.53910977372588,27.02161416153475,,Papum Pare,,,,,,30.4,14.9,7.9,90.33,0.415,0,384.0,25.16
4434,2012-06-25 18:00:00,landslide,downpour,large,unknown,India,Assam,91.7369,26.1049,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,351.7,131.5,81.6,98.0,0.469,1,164.0,17.68
6963,2015-06-19 00:00:00,landslide,rain,medium,natural_slope,India,Mizoram,92.7362,23.7131,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,52.3,9.6,5.7,90.88,0.392,1,879.0,6.8
2437,2010-09-16 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.694,23.7527,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,65.3,27.0,14.6,96.04,0.419,1,793.0,22.76
NEG_0308,2007-07-26 00:00:00,,,,,,,94.51386138622962,25.540272815168688,,Ukhrul,,,,,,72.5,22.9,9.2,86.29,0.471,0,789.0,24.68
7375,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.4481,25.1941,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,145.9,76.0,44.3,98.42,0.459,1,1713.0,12.09
NEG_0051,2010-08-06 00:00:00,,,,,,,93.34200897116156,25.31686424242061,,Dima Hasao,,,,,,45.0,13.9,4.0,85.79,0.493,0,688.0,16.75
5427,2013-08-15 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1884,25.3833,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,147.6,33.7,19.8,97.46,0.505,1,1683.0,23.52
NEG_0222,2013-08-04 00:00:00,,,,,,,93.6624777148492,24.678145527158872,,Noney,,,,,,33.4,9.4,0.0,85.67,0.412,0,1311.0,18.6
4610,2012-11-11 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.5217,23.7705,Mizoram,Mamit,Mizoram,15.0,281.0,266.0,15.0,40.6,0.0,0.0,82.92,0.369,1,69.0,3.35
264,2007-09-13 00:00:00,landslide,rain,medium,unknown,India,Assam,91.8,26.1833,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,209.7,5.2,3.6,86.83,0.503,1,67.0,1.18
NEG_0333,2015-08-01 00:00:00,,,,,,,94.17138608839578,26.169579782130715,,Wokha,,,,,,65.8,33.5,31.4,92.46,0.49,0,418.0,14.73
6290,2014-09-23 03:00:00,landslide,continuous_rain,small,urban,India,Meghalaya,91.8666,25.5772,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,244.8,150.5,103.8,95.33,0.464,1,1469.0,5.92
NEG_0276,2007-09-09 00:00:00,,,,,,,93.71336618002772,24.978876543360773,,Tamenglong,,,,,,157.5,60.4,27.4,99.42,0.428,0,759.0,11.49
2205,2010-08-06 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.7146,23.7365,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,128.0,51.8,29.5,90.5,0.418,1,1010.0,23.93
5005,2013-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.029,26.72,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,129.7,43.8,33.4,90.33,0.493,1,717.0,7.01
4908,2013-06-08 17:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.708,27.3721,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,86.9,32.8,13.6,95.42,0.424,1,3172.0,24.62
NEG_0207,2015-08-02 00:00:00,,,,,,,95.00701378247096,26.358443686562136,,Mon,,,,,,78.7,46.6,8.4,90.96,0.419,0,1795.0,25.31
7279,2015-07-24 00:00:00,mudslide,monsoon,medium,other,India,Manipur,93.5142,24.9818,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,190.2,78.5,19.1,95.33,0.43,1,1238.0,10.34
NEG_0199,2012-06-20 00:00:00,,,,,,,94.64056902031606,26.3767603399679,,Mokokchung,,,,,,170.1,60.4,32.9,90.96,0.49,0,777.0,28.36
2140,2010-07-25 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.801,25.0477,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,97.2,24.4,9.9,87.33,0.444,1,184.0,20.32
5575,2013-10-05 23:00:00,mudslide,continuous_rain,medium,unknown,India,Nāgāland,94.1497,25.8266,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,39.8,16.0,11.2,92.54,0.464,1,1409.0,21.95
6283,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7548,26.1314,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.58,0.469,1,81.0,3.47
NEG_0238,2010-07-06 00:00:00,,,,,,,93.39042247189565,27.42646116015962,,Papum Pare,,,,,,211.4,51.9,31.6,98.0,0.424,0,3048.0,10.44
3965,2011-09-06 08:00:00,landslide,rain,medium,unknown,India,Assam,93.117,24.808,Assam,Jiribam,Manipur,14.0,766.0,713.0,14.0,82.7,36.5,20.2,90.08,0.428,1,38.0,2.13
6968,2015-06-13 00:00:00,landslide,continuous_rain,medium,unknown,India,Meghalaya,92.2121,25.463,Meghalaya,West Jaintia Hills,Meghalaya,17.0,299.0,275.0,17.0,389.3,270.4,165.8,98.29,0.461,1,1372.0,4.6
NEG_0280,2011-07-25 00:00:00,,,,,,,93.33472633731272,24.776353239694657,,Tamenglong,,,,,,195.2,22.2,14.6,91.0,0.43,0,564.0,11.59
