event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized
4845,2013-05-07 00:00:00,mudslide,rain,medium,unknown,India,Mizoram,92.6755,24.2315,Mizoram
1770,2010-04-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.763,26.1965,Assam
7728,2015-08-22 09:00:00,landslide,continuous_rain,medium,above_road,India,Assam,91.8806,26.1028,Assam
5274,2013-08-04 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.564,26.0838,Nagaland
7836,2015-08-27 00:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.6724,24.042,Mizoram
3776,2011-07-15 18:00:00,landslide,downpour,small,unknown,India,Arunāchal Pradesh,93.7145,27.125,Arunachal Pradesh
4798,2013-04-07 00:00:00,landslide,rain,medium,unknown,India,Arunachal Pradesh,96.1509,28.8254,Arunachal Pradesh
7388,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,94.0984,24.416,Manipur
5421,2013-08-30 00:00:00,mudslide,unknown,medium,unknown,India,Nāgāland,94.9731,26.4205,Nagaland
2343,2010-08-27 16:30:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1327,25.4786,Nagaland
3683,2011-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1739,25.8782,Nagaland
9619,2016-10-15 00:00:00,landslide,rain,medium,above_road,India,Sikkim,88.3664,27.1695,Sikkim
7591,2015-03-19 00:00:00,landslide,rain,small,unknown,India,Assam,92.4584,25.0318,Assam
5441,2013-09-02 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,94.9829,28.611,Arunachal Pradesh
9232,2016-07-28 23:00:00,landslide,continuous_rain,medium,unknown,India,Mizoram,93.3783,23.5397,Mizoram
4434,2012-06-25 18:00:00,landslide,downpour,large,unknown,India,Assam,91.7369,26.1049,Assam
4378,2012-06-02 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,96.1517,28.8254,Arunachal Pradesh
7214,2015-07-15 08:00:00,landslide,monsoon,medium,urban,India,Arunachal Pradesh,93.0385,27.36,Arunachal Pradesh
5582,2013-10-06 12:45:00,landslide,downpour,medium,unknown,India,Assam,91.8383,26.1309,Assam
2405,2010-09-09 23:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4112,28.3036,Arunachal Pradesh
3556,2011-05-31 14:00:00,landslide,continuous_rain,small,unknown,India,Manipur,93.8474,25.1555,Manipur
2569,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.0212,25.2745,Nagaland
2423,2010-09-13 00:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.71060943,23.73504471,Mizoram
3532,2011-05-24 00:00:00,complex,downpour,medium,unknown,India,Assam,92.8551,25.0888,Assam
2345,2010-08-27 18:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6188,27.3392,Sikkim
7956,2015-09-05 00:00:00,landslide,unknown,medium,above_road,India,Meghalaya,91.8695,26.048,Meghalaya
2425,2010-09-13 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,93.0748,23.3439,Mizoram
6970,2015-06-16 00:00:00,rock_fall,downpour,small,above_road,India,Meghalaya,90.2191,25.5084,Meghalaya
5312,2013-08-11 23:00:00,landslide,downpour,very_large,unknown,India,Assam,94.693,26.7103,Assam
1929,2010-05-31 23:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6428,27.3543,Sikkim
2568,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.4108,24.7679,Assam
7409,2015-08-02 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.6219,25.72,Nagaland
9219,2016-07-26 23:00:00,landslide,downpour,medium,retaining_wall,India,Nagaland,94.5282,26.0101,Nagaland
2579,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1076,25.682,Nagaland
8223,2015-09-14 03:10:00,landslide,downpour,large,above_road,India,Mizoram,92.7187,23.7348,Mizoram
7336,2015-08-19 09:00:00,landslide,continuous_rain,medium,above_road,India,Meghalaya,90.5549,25.2193,Meghalaya
9252,2016-07-28 00:00:00,landslide,monsoon,medium,unknown,India,Arunachal Pradesh,91.8644,27.5748,Arunachal Pradesh
5300,2013-08-09 00:00:00,landslide,downpour,large,unknown,India,Nāgāland,94.0441,25.318,Nagaland
7665,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.5291,24.7016,Manipur
1994,2010-06-16 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.8025,25.0633,Assam
3760,2011-07-11 09:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1095,25.6703,Nagaland
692,2008-08-07 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.04,25.705,Nagaland
3633,2011-06-20 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5121,26.3186,Nagaland
7374,2015-08-01 00:00:00,landslide,continuous_rain,medium,below_road,India,Manipur,94.3591,25.1122,Manipur
4446,2012-07-05 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,94.8885,28.9986,Arunachal Pradesh
2098,2010-07-19 06:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.0283,26.7215,Nagaland
269,2007-09-18 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.2816,27.2872,Sikkim
2205,2010-08-06 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.7146,23.7365,Mizoram
4610,2012-11-11 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.5217,23.7705,Mizoram
5275,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.6055,26.1498,Nagaland
2247,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.8422,26.148,Nagaland
3927,2011-08-16 08:00:00,landslide,downpour,medium,unknown,India,Meghālaya,90.2167,25.5144,Meghalaya
259,2007-09-11 00:00:00,landslide,rain,medium,unknown,India,Meghālaya,91.27,25.52,Meghalaya
6112,2014-06-28 09:00:00,landslide,rain,medium,unknown,India,Assam,91.7652,26.1964,Assam
7390,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.1913,24.4265,Manipur
2420,2010-09-13 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.71495623,23.72988966,Mizoram
264,2007-09-13 00:00:00,landslide,rain,medium,unknown,India,Assam,91.8,26.1833,Assam
251,2007-09-09 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.35,27.1667,Sikkim
6214,2014-10-05 17:45:00,landslide,rain,medium,above_road,India,Meghalaya,91.8587,25.9702,Meghalaya
4411,2012-06-14 04:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6065,27.339,Sikkim
252,2007-09-09 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1192,25.4993,Nagaland
142,2007-07-27 00:00:00,rock_fall,rain,large,unknown,India,Meghālaya,90.232,25.5212,Meghalaya
7384,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0906,23.9278,Manipur
211,2007-08-26 00:00:00,mudslide,continuous_rain,medium,unknown,India,Manipur,93.55,24.9667,Manipur
4384,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.0123,25.1775,Assam
4383,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1265,25.3056,Assam
7375,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.4481,25.1941,Manipur
2163,2010-07-29 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1054,25.4196,Nagaland
3932,2011-08-18 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.13,25.83,Nagaland
4861,2013-05-12 00:00:00,mudslide,rain,medium,unknown,India,Assam,93.4946,24.9926,Assam
7972,2015-08-28 01:45:00,landslide,downpour,large,unknown,India,Mizoram,92.8112,23.4495,Mizoram
3831,2011-07-22 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.948,24.7992,Manipur
5584,2013-10-06 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7049,26.1665,Assam
1986,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5512,26.3335,Nagaland
7387,2015-08-01 00:00:00,landslide,continuous_rain,small,below_road,India,Manipur,94.2156,24.954,Manipur
2573,2010-10-09 00:00:00,mudslide,downpour,medium,unknown,India,Assam,93.0083,25.1796,Assam
319,2007-10-19 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1162,25.4379,Nagaland
313,2007-10-16 00:00:00,landslide,rain,large,unknown,India,Nāgāland,94.0132,25.7055,Nagaland
9010,2016-07-16 00:00:00,mudslide,downpour,medium,above_road,India,Arunachal Pradesh,93.804,27.3034,Arunachal Pradesh
2539,2010-10-03 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4149,28.3092,Arunachal Pradesh
6331,2014-09-08 00:00:00,mudslide,unknown,medium,unknown,India,Nagaland,94.6279,25.9466,Nagaland
1987,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1658,25.2269,Assam
2043,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,95.0281,26.7225,Nagaland
7910,2015-08-01 00:00:00,landslide,unknown,medium,above_road,India,Manipur,94.1146,24.3481,Manipur
6775,2015-02-14 00:00:00,landslide,mining,small,mine,India,Assam,91.6469,26.1468,Assam
1776,2010-04-21 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.2845,25.3612,Meghalaya
6786,2015-02-19 23:00:00,landslide,mining,medium,mine,India,Assam,92.562,24.6108,Assam
6291,2014-09-21 00:00:00,landslide,continuous_rain,large,unknown,India,Meghalaya,90.3852,25.7354,Meghalaya
6213,2014-09-24 00:00:00,landslide,continuous_rain,large,unknown,India,Meghalaya,90.5763,25.8143,Meghalaya
2415,2010-09-12 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.11112157,25.63961883,Nagaland
9336,2016-05-18 08:00:00,landslide,continuous_rain,small,unknown,India,Assam,92.5121,24.5308,Assam
9604,2016-10-12 00:00:00,landslide,continuous_rain,medium,above_road,India,Sikkim,88.2891,27.2676,Sikkim
7837,2015-08-27 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.7265,23.7269,Mizoram
7267,2015-07-22 00:00:00,landslide,continuous_rain,small,above_road,India,Manipur,94.0926,25.3908,Manipur
4848,2013-05-08 00:00:00,landslide,rain,medium,unknown,India,Tripura,91.4663,24.0896,Tripura
9122,2016-07-20 00:00:00,landslide,rain,medium,unknown,India,Assam,91.802,26.1966,Assam
2574,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1477,25.4749,Assam
6282,2014-09-22 00:00:00,landslide,rain,small,urban,India,Assam,91.7747,26.1097,Assam
2263,2010-08-17 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.6654,26.2753,Nagaland
6289,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.6849,26.1001,Assam
9087,2016-07-19 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,94.9612,28.235,Arunachal Pradesh
130,2007-07-19 00:00:00,landslide,rain,medium,unknown,India,Assam,91.7986,26.1699,Assam
