event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized,district,district_state,district_state_code,district_code,district_lgd,state_lgd,rainfall_7d,rainfall_48h,rainfall_24h,average_humidity_24h,soil_moisture,landslide
2577,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,93.8673,25.5265,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,82.1,46.0,27.1,98.0,0.431,1
7276,2015-07-25 09:00:00,landslide,continuous_rain,medium,natural_slope,India,Assam,91.8717,26.1062,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,316.5,92.7,19.0,92.25,0.48,1
2576,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1399,25.4788,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,91.5,47.2,24.1,98.29,0.458,1
6293,2014-10-20 00:00:00,landslide,rain,medium,unknown,India,Meghalaya,90.0896,25.5006,Meghalaya,South West Garo Hills,Meghalaya,17.0,711.0,663.0,17.0,11.6,0.3,0.3,78.67,0.438,1
4858,2013-05-11 09:00:00,landslide,rain,medium,unknown,India,Assam,91.7138,26.1662,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,64.4,29.9,19.4,86.17,0.472,1
5269,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5234,25.8376,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,23.4,10.8,1.2,86.54,0.474,1
5270,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.4619,26.0481,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,34.4,12.5,1.3,88.0,0.466,1
6284,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.8342,26.1324,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.58,0.469,1
4394,2012-06-07 04:30:00,landslide,rain,large,unknown,India,Sikkim,88.6458,27.1748,Sikkim,Pakyong,Sikkim,11.0,801.0,741.0,11.0,107.8,3.3,1.6,79.0,0.374,1
9251,2016-07-28 23:00:00,landslide,downpour,medium,retaining_wall,India,Nagaland,94.7844,25.8702,Nagaland,Kiphire,Nagaland,13.0,269.0,614.0,13.0,132.3,10.3,3.8,89.88,0.484,1
7699,2015-08-19 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.5224,26.0214,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,62.9,20.3,10.3,88.92,0.493,1
7664,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.4251,24.7459,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,94.9,20.3,11.6,96.67,0.419,1
7589,2015-08-19 00:00:00,landslide,rain,medium,above_road,India,Meghalaya,92.3825,25.2568,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,185.5,92.7,56.7,97.79,0.463,1
7887,2015-08-16 00:00:00,landslide,continuous_rain,medium,above_road,India,Arunachal Pradesh,96.9262,27.8835,Arunachal Pradesh,Anjaw,Arunachal Pradesh,12.0,260.0,628.0,12.0,53.2,21.0,11.6,95.67,0.42,1
9404,2016-05-01 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,96.5316,28.0822,Arunachal Pradesh,Anjaw,Arunachal Pradesh,12.0,260.0,628.0,12.0,127.5,13.9,5.2,69.62,0.423,1
6287,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7056,26.1295,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.62,0.472,1
2296,2010-08-20 00:00:00,complex,downpour,medium,unknown,India,Sikkim,88.3652,27.167,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,265.2,58.5,30.4,99.12,0.439,1
2304,2010-08-21 18:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1211,25.5718,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,70.9,26.6,14.4,92.75,0.503,1
5273,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5497,26.1807,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,68.2,20.7,3.8,90.04,0.492,1
1125,2009-08-26 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.7648,27.3746,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,173.5,44.7,16.5,93.25,0.43,1
8995,2016-07-14 00:00:00,landslide,monsoon,small,unknown,India,Assam,91.8074,26.1963,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,135.9,24.4,10.3,88.42,0.46,1
2567,2010-10-08 00:00:00,complex,downpour,medium,unknown,India,Manipur,94.4703,25.6633,Manipur,Meluri,Nagaland,13.0,847.0,788.0,13.0,60.4,38.9,23.7,93.46,0.496,1
6285,2014-09-22 00:00:00,landslide,rain,small,above_road,India,Assam,91.8178,26.159,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.33,0.48,1
868,2008-10-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.25,26.3333,Assam,Barpeta,Assam,18.0,303.0,280.0,18.0,69.7,63.2,0.0,84.38,0.464,1
5005,2013-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.029,26.72,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,129.7,43.8,33.4,90.33,0.493,1
3860,2011-07-29 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.108,25.4192,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,106.0,17.8,14.8,91.88,0.497,1
5476,2013-09-07 15:00:00,landslide,rain,medium,unknown,India,Sikkim,88.7323,27.3736,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,161.2,34.5,13.4,90.5,0.42,1
1127,2009-08-27 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.123,25.1718,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,115.8,13.2,9.1,88.58,0.474,1
5603,2013-10-13 19:30:00,mudslide,downpour,medium,unknown,India,Manipur,94.6024,25.426,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,62.6,0.1,0.1,73.38,0.373,1
2042,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.5238,26.0093,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,119.3,18.2,3.9,86.54,0.472,1
5442,2013-09-02 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,93.7525,27.1614,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,95.5,24.3,12.1,94.25,0.441,1
7933,2015-09-01 00:00:00,rock_fall,rain,medium,unknown,India,Assam,91.6739,26.1868,Assam,Kamrup,Assam,18.0,321.0,291.0,18.0,216.0,96.7,86.9,96.58,0.449,1
3637,2011-06-21 00:00:00,landslide,rain,medium,deforested_slope,India,Nāgāland,94.2341227,25.51614662,Nagaland,Phek,Nagaland,13.0,266.0,248.0,13.0,118.2,35.7,20.8,90.17,0.472,1
3837,2011-07-24 12:30:00,landslide,downpour,medium,unknown,India,Assam,93.0038,26.5836,Assam,Nagaon,Assam,18.0,305.0,297.0,18.0,218.7,48.6,9.9,87.46,0.514,1
220,2007-08-31 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.9667,25.1333,Manipur,Kangpokpi,Manipur,14.0,767.0,712.0,14.0,127.4,22.6,5.1,85.83,0.479,1
212,2007-08-26 00:00:00,complex,rain,medium,unknown,India,Meghālaya,91.8506,25.5576,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,59.5,13.6,4.2,91.12,0.491,1
7372,2015-07-31 23:00:00,mudslide,continuous_rain,medium,above_road,India,Manipur,94.3415,25.0634,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,152.2,67.9,40.5,99.92,0.417,1
2570,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9128,24.837,Manipur,Imphal West,Manipur,14.0,277.0,256.0,14.0,48.3,41.1,22.5,95.83,0.511,1
126,2007-07-16 00:00:00,mudslide,rain,medium,unknown,India,Sikkim,88.38,27.1499,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,286.5,26.0,8.6,91.12,0.405,1
1168,2009-09-17 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.6115,27.1954,Sikkim,Pakyong,Sikkim,11.0,801.0,741.0,11.0,117.2,13.0,7.4,89.0,0.399,1
3806,2011-07-19 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.6884,27.1032,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,176.6,49.7,38.9,96.46,0.419,1
2026,2010-06-28 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,91.2698,25.4916,Meghalaya,West Khasi Hills,Meghalaya,17.0,296.0,279.0,17.0,329.8,177.9,83.6,95.46,0.496,1
714,2008-08-14 00:00:00,landslide,rain,medium,unknown,India,Assam,94.0,27.163,Assam,Lakhimpur,Assam,18.0,307.0,295.0,18.0,142.3,18.8,10.2,85.46,0.401,1
6110,2014-06-27 00:00:00,landslide,rain,small,unknown,India,Assam,91.7697,26.1619,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,216.0,31.5,27.8,87.21,0.472,1
247,2007-09-08 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.9877,25.0604,Manipur,Kangpokpi,Manipur,14.0,767.0,712.0,14.0,154.8,61.6,29.8,97.88,0.495,1
4407,2012-06-13 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.3567,25.0951,Assam,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,144.5,33.8,7.8,89.33,0.48,1
3789,2011-07-16 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,92.9064,27.2743,Arunachal Pradesh,Bichom,Arunachal Pradesh,12.0,848.0,787.0,12.0,196.7,113.6,70.8,95.58,0.423,1
6292,2014-09-23 00:00:00,landslide,continuous_rain,small,unknown,India,Assam,89.9032,25.7238,Assam,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,101.4,57.4,43.8,95.46,0.397,1
545,2008-05-20 00:00:00,mudslide,mining,medium,unknown,India,Assam,92.8411,24.9849,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,58.9,46.0,26.1,89.54,0.508,1
7265,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.9854,25.5007,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,98.12,0.444,1
2436,2010-09-16 03:00:00,landslide,downpour,medium,unknown,India,Mizoram,93.125,24.3069,Mizoram,Pherzawl,Manipur,14.0,772.0,715.0,14.0,79.5,26.6,15.5,96.67,0.43,1
7727,2015-08-20 18:00:00,landslide,continuous_rain,medium,below_road,India,Nagaland,94.1057,25.6263,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,57.7,26.1,22.4,92.46,0.471,1
7334,2015-08-18 00:00:00,landslide,unknown,medium,unknown,India,Arunachal Pradesh,94.7596,28.1737,Arunachal Pradesh,West Siang,Arunachal Pradesh,12.0,250.0,243.0,12.0,143.3,86.8,30.5,97.04,0.429,1
6200,2014-08-17 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,93.6086,27.0869,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,356.3,88.4,20.0,92.38,0.513,1
7778,2015-08-26 00:00:00,mudslide,continuous_rain,medium,above_road,India,Mizoram,93.0514,23.8447,Mizoram,Saitual,Mizoram,15.0,794.0,727.0,15.0,89.7,17.4,7.2,92.33,0.419,1
6290,2014-09-23 03:00:00,landslide,continuous_rain,small,urban,India,Meghalaya,91.8666,25.5772,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,244.8,150.5,103.8,95.33,0.464,1
4408,2012-06-13 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.0757,25.5498,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,79.4,20.4,9.5,91.04,0.468,1
4403,2012-06-10 00:00:00,landslide,downpour,very_large,unknown,India,Manipur,93.5444,24.8142,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,39.2,4.6,4.1,84.71,0.391,1
5429,2013-09-01 18:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.2426,27.3425,Sikkim,Gyalshing,Sikkim,11.0,242.0,228.0,11.0,109.2,18.7,10.9,95.0,0.43,1
2140,2010-07-25 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.801,25.0477,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,97.2,24.4,9.9,87.33,0.444,1
2243,2010-08-13 00:00:00,landslide,downpour,medium,mine,India,Nāgāland,94.04619681,25.70223725,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,87.6,44.6,21.9,88.71,0.464,1
9142,2016-06-14 08:00:00,landslide,continuous_rain,medium,retaining_wall,India,Nagaland,94.5247,26.3185,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,221.3,55.3,31.5,88.42,0.519,1
6107,2014-06-26 23:00:00,landslide,continuous_rain,small,unknown,India,Assam,91.7896,26.1844,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,222.3,8.8,3.7,87.46,0.483,1
255,2007-09-10 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0691,24.2451,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,119.7,6.1,2.1,90.04,0.433,1
7660,2015-08-12 00:00:00,mudslide,continuous_rain,medium,below_road,India,Nagaland,94.1136,25.6237,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,183.1,35.3,11.4,87.38,0.493,1
4556,2012-09-16 00:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.3651,27.1675,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,287.1,158.4,72.6,97.5,0.43,1
7389,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.0644,24.4072,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,382.3,219.5,132.7,99.92,0.457,1
2437,2010-09-16 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.694,23.7527,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,65.3,27.0,14.6,96.04,0.419,1
731,2008-08-19 00:00:00,mudslide,downpour,medium,unknown,India,Nāgāland,94.25,26.138,Nagaland,Wokha,Nagaland,13.0,264.0,250.0,13.0,86.8,33.8,23.8,88.92,0.501,1
7371,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,94.0573,23.9939,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,640.9,415.0,212.5,99.96,0.499,1
7923,2015-09-01 00:00:00,landslide,rain,medium,unknown,India,Assam,91.72137514,26.49349035,Assam,Kamrup,Assam,18.0,321.0,291.0,18.0,166.7,76.4,51.3,95.29,0.472,1
760,2008-08-29 00:00:00,complex,downpour,medium,unknown,India,Nāgāland,94.1066,25.67,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,189.3,15.3,7.8,89.75,0.519,1
2182,2010-07-31 09:00:00,landslide,rain,medium,unknown,India,Manipur,93.8443,24.9356,Manipur,Imphal West,Manipur,14.0,277.0,256.0,14.0,78.0,42.2,3.7,90.21,0.47,1
1954,2010-06-07 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.5039,24.7543,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,47.3,11.5,2.0,86.0,0.412,1
6963,2015-06-19 00:00:00,landslide,rain,medium,natural_slope,India,Mizoram,92.7362,23.7131,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,52.3,9.6,5.7,90.88,0.392,1
5336,2013-08-16 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.9439,26.3897,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,82.8,21.9,12.8,89.92,0.466,1
7590,2015-08-19 00:00:00,landslide,rain,small,unknown,India,Meghalaya,92.3807,25.1416,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,185.5,92.7,56.7,98.0,0.47,1
1222,2009-10-05 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.72124394,23.73478778,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,71.5,58.9,17.3,97.92,0.43,1
8222,2016-06-22 12:00:00,mudslide,downpour,medium,natural_slope,India,Assam,91.7825,26.1961,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,139.6,7.0,3.8,89.25,0.485,1
7706,2015-08-19 00:00:00,landslide,rain,medium,above_road,India,Meghalaya,92.3636,25.0728,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,258.5,113.8,65.3,98.0,0.47,1
8224,2015-09-14 01:30:00,landslide,downpour,medium,above_road,India,Mizoram,92.7187,23.7313,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,46.1,20.5,14.9,91.42,0.43,1
4241,2012-03-04 00:00:00,landslide,unknown,medium,unknown,India,Manipur,93.6795,25.1604,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,23.3,8.9,0.7,72.83,0.301,1
755,2008-08-28 00:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.609,27.337,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,326.6,122.2,65.9,99.92,0.424,1
1756,2010-04-17 00:00:00,landslide,downpour,small,unknown,India,Sikkim,88.6087,27.322,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,32.9,3.7,1.9,76.21,0.383,1
1930,2010-05-31 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.8776,28.4298,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,12.0,257.0,230.0,12.0,51.3,6.4,3.1,88.29,0.427,1
9334,2016-05-18 08:00:00,landslide,continuous_rain,unknown,unknown,India,Assam,92.7264,24.5204,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,81.8,28.5,23.0,85.88,0.423,1
8237,2016-07-01 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,92.6351,27.0136,Arunachal Pradesh,West Kameng,Arunachal Pradesh,12.0,246.0,242.0,12.0,87.2,45.1,21.1,94.42,0.47,1
585,2008-06-14 00:00:00,landslide,rain,large,unknown,India,Arunāchal Pradesh,93.6287,27.0998,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,85.2,25.8,15.9,90.25,0.512,1
4859,2013-05-11 00:00:00,landslide,rain,medium,unknown,India,Assam,91.7599,26.1771,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,64.4,29.9,19.4,86.54,0.467,1
4436,2012-06-25 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4993,26.9986,Arunachal Pradesh,Tirap,Arunachal Pradesh,12.0,254.0,239.0,12.0,217.6,65.3,43.5,93.92,0.484,1
3916,2011-08-13 08:00:00,mudslide,downpour,medium,unknown,India,Assam,93.8067,25.7713,Assam,Chumoukedima,Nagaland,13.0,818.0,758.0,13.0,231.5,44.0,22.7,85.71,0.457,1
5250,2013-08-01 00:00:00,mudslide,rain,medium,unknown,India,Arunachal Pradesh,93.0515,27.8837,Arunachal Pradesh,Kurung Kumey,Arunachal Pradesh,12.0,256.0,233.0,12.0,138.5,14.2,7.2,89.38,0.415,1
3738,2011-07-06 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9482,24.8063,Manipur,Imphal East,Manipur,14.0,278.0,255.0,14.0,50.3,15.1,8.9,87.17,0.498,1
2426,2010-09-13 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.8416,22.7176,Mizoram,Lunglei,Mizoram,15.0,286.0,265.0,15.0,59.7,23.8,10.5,94.67,0.428,1
1084,2009-08-12 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,92.8,27.7,Arunachal Pradesh,East Kameng,Arunachal Pradesh,12.0,247.0,231.0,12.0,244.3,104.5,55.3,93.79,0.429,1
7266,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.8794,25.5098,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,98.58,0.431,1
1129,2009-08-30 00:00:00,landslide,downpour,medium,unknown,India,Manipur,94.4182,24.8628,Manipur,Kamjong,Manipur,14.0,770.0,717.0,14.0,52.0,10.4,3.7,87.46,0.42,1
2166,2010-07-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.5027,24.9786,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,51.9,5.5,2.8,86.75,0.409,1
213,2007-08-26 00:00:00,landslide,rain,medium,unknown,India,Assam,92.8339,25.2946,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,90.7,59.0,41.1,94.04,0.491,1
4426,2012-06-22 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7162,26.1226,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,191.1,132.1,88.7,94.88,0.441,1
8366,2015-09-23 15:00:00,landslide,downpour,medium,natural_slope,India,Meghalaya,91.893,25.583,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,174.1,106.9,56.4,94.92,0.464,1
1934,2010-06-03 05:00:00,landslide,downpour,medium,unknown,India,Assam,92.3814,24.6005,Assam,Sribhumi,Assam,18.0,317.0,293.0,18.0,170.1,16.8,7.7,89.67,0.457,1
7655,2016-04-22 02:30:00,landslide,continuous_rain,medium,above_road,India,Arunachal Pradesh,91.8569,27.5799,Arunachal Pradesh,Tawang,Arunachal Pradesh,12.0,245.0,238.0,12.0,77.2,50.2,27.9,90.04,0.428,1
9464,2016-08-05 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,91.9754,27.5754,Arunachal Pradesh,Tawang,Arunachal Pradesh,12.0,245.0,238.0,12.0,47.9,3.9,2.6,85.0,0.409,1
3912,2011-08-12 00:00:00,landslide,rain,medium,unknown,India,Arunāchal Pradesh,92.2833,27.44,Arunachal Pradesh,West Kameng,Arunachal Pradesh,12.0,246.0,242.0,12.0,160.7,8.7,3.1,83.92,0.407,1
5272,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5438,26.2083,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,68.2,20.7,3.8,90.29,0.494,1
580,2008-06-09 00:00:00,landslide,monsoon,medium,unknown,India,Manipur,93.9784,24.6596,Manipur,Thoubal,Manipur,14.0,276.0,259.0,14.0,43.0,22.4,15.0,91.21,0.485,1
5575,2013-10-05 23:00:00,mudslide,continuous_rain,medium,unknown,India,Nāgāland,94.1497,25.8266,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,39.8,16.0,11.2,92.54,0.464,1
8996,2016-07-14 00:00:00,landslide,monsoon,small,natural_slope,India,Assam,91.7702,26.1768,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,135.9,24.4,10.3,88.42,0.46,1
1613,2010-04-02 23:00:00,mudslide,downpour,large,unknown,India,Arunāchal Pradesh,93.3497,27.8997,Arunachal Pradesh,Kurung Kumey,Arunachal Pradesh,12.0,256.0,233.0,12.0,130.6,42.4,22.5,87.75,0.429,1
4857,2013-05-11 09:00:00,landslide,rain,large,unknown,India,Mizoram,92.7175,23.7281,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,82.2,15.2,6.2,89.67,0.399,1
6945,2015-06-19 00:00:00,landslide,monsoon,medium,above_road,India,Manipur,93.686,25.16,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,69.4,10.7,5.5,88.21,0.406,1
1857,2010-05-11 09:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.2897,25.3433,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,134.2,114.8,73.4,95.38,0.506,1
2743,2010-11-22 00:00:00,landslide,unknown,medium,natural_slope,India,Arunāchal Pradesh,91.85672387,27.5798729,Arunachal Pradesh,Tawang,Arunachal Pradesh,12.0,245.0,238.0,12.0,29.9,12.3,3.4,86.75,0.407,1
4860,2013-05-11 00:00:00,landslide,rain,medium,unknown,India,Assam,91.6906,26.1016,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,46.7,10.2,7.4,86.0,0.442,1
4845,2013-05-07 00:00:00,mudslide,rain,medium,unknown,India,Mizoram,92.6755,24.2315,Mizoram,Kolasib,Mizoram,15.0,282.0,263.0,15.0,49.8,32.1,11.2,92.58,0.392,1
1770,2010-04-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.763,26.1965,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,132.9,55.1,24.8,95.21,0.479,1
7728,2015-08-22 09:00:00,landslide,continuous_rain,medium,above_road,India,Assam,91.8806,26.1028,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,289.5,106.7,21.6,94.0,0.482,1
5274,2013-08-04 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.564,26.0838,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,34.4,12.5,1.3,89.92,0.492,1
7836,2015-08-27 00:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.6724,24.042,Mizoram,Kolasib,Mizoram,15.0,282.0,263.0,15.0,71.8,17.3,10.2,94.29,0.418,1
3776,2011-07-15 18:00:00,landslide,downpour,small,unknown,India,Arunāchal Pradesh,93.7145,27.125,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,90.3,54.1,44.1,96.62,0.405,1
4798,2013-04-07 00:00:00,landslide,rain,medium,unknown,India,Arunachal Pradesh,96.1509,28.8254,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,12.0,257.0,230.0,12.0,117.8,37.1,12.5,86.38,0.387,1
7388,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,94.0984,24.416,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,382.3,219.5,132.7,99.92,0.457,1
5421,2013-08-30 00:00:00,mudslide,unknown,medium,unknown,India,Nāgāland,94.9731,26.4205,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,110.3,20.3,5.3,82.96,0.446,1
2343,2010-08-27 16:30:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1327,25.4786,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,59.0,10.1,6.4,92.0,0.482,1
3683,2011-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1739,25.8782,Nagaland,Tseminyu,Nagaland,13.0,817.0,757.0,13.0,146.3,51.7,26.6,89.62,0.511,1
9619,2016-10-15 00:00:00,landslide,rain,medium,above_road,India,Sikkim,88.3664,27.1695,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,273.5,134.1,44.9,92.5,0.415,1
7591,2015-03-19 00:00:00,landslide,rain,small,unknown,India,Assam,92.4584,25.0318,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,0.1,0.0,0.0,54.17,0.257,1
5441,2013-09-02 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,94.9829,28.611,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,12.0,252.0,240.0,12.0,117.8,41.2,30.2,97.54,0.428,1
