event_id,event_date,district,latitude,longitude,landslide,rainfall_24h,rainfall_48h,rainfall_7d,average_humidity_24h,soil_moisture
NEG_0215,2010-06-03 00:00:00,Namchi,27.13770049148456,88.31470603442803,0,21.1,33.6,74.4,90.21,0.42
NEG_0216,2016-04-19 00:00:00,Namchi,27.12868145550283,88.48197395907106,0,5.1,7.5,9.1,87.04,0.372
NEG_0217,2016-07-07 00:00:00,Namchi,27.24024160898626,88.31140973535814,0,26.6,70.4,260.4,96.96,0.419
NEG_0218,2016-07-01 00:00:00,Noklak,25.934552826388924,94.95272938866472,0,13.4,26.6,214.5,93.21,0.444
NEG_0219,2013-05-11 00:00:00,Noney,24.757034331065014,93.46855169802272,0,89.5,142.5,479.4,98.79,0.429
NEG_0220,2012-06-14 04:00:00,Noney,24.62202659659333,93.42428754904434,0,5.6,10.1,36.2,90.25,0.416
NEG_0221,2015-08-28 01:45:00,Noney,24.67194651490026,93.23131392545878,0,24.5,44.8,148.5,93.08,0.417
NEG_0222,2013-08-04 00:00:00,Noney,24.678145527158872,93.6624777148492,0,0.0,9.4,33.4,85.67,0.412
NEG_0223,2011-07-07 00:00:00,Noney,24.650728946335523,93.57454163127905,0,18.5,24.2,84.6,89.58,0.426
NEG_0224,2015-08-01 00:00:00,Noney,24.74524628098301,93.50227398466278,0,74.1,116.9,185.0,99.58,0.429
NEG_0225,2015-06-24 00:00:00,Noney,24.707697847688692,93.42738233124462,0,31.6,49.2,127.6,99.83,0.424
NEG_0226,2015-08-11 00:00:00,Noney,24.80346898450072,93.5417243096578,0,11.6,20.3,94.9,95.88,0.418
NEG_0227,2010-04-17 00:00:00,North Garo Hills,25.843192832310095,90.56811777713467,0,18.4,30.0,117.2,85.88,0.51
NEG_0228,2016-05-18 08:00:00,Pakyong,27.18542503256585,88.66874542300174,0,24.4,47.8,118.9,89.0,0.415
NEG_0229,2016-06-14 08:00:00,Pakyong,27.281546731623425,88.71151731603443,0,11.6,20.6,79.9,93.0,0.423
NEG_0230,2015-08-18 00:00:00,Papum Pare,27.02161416153475,93.53910977372588,0,7.9,14.9,30.4,90.33,0.415
NEG_0231,2013-09-02 00:00:00,Papum Pare,27.137120885708548,93.26192142143049,0,19.8,34.4,134.7,96.17,0.427
NEG_0232,2010-07-21 08:00:00,Papum Pare,27.339557478429445,93.56102998412868,0,74.5,122.6,262.6,97.71,0.425
NEG_0233,2010-08-27 16:30:00,Papum Pare,27.27284032801899,93.3648299710322,0,12.2,21.0,176.9,95.42,0.427
NEG_0234,2012-06-20 00:00:00,Papum Pare,27.3244701864772,93.55950336378372,0,8.4,34.1,235.1,93.12,0.436
NEG_0235,2011-08-13 08:00:00,Papum Pare,27.336896983588584,93.97049516069173,0,16.4,21.1,77.0,85.25,0.439
NEG_0236,2010-04-21 00:00:00,Papum Pare,27.364396338986182,94.02611341944127,0,13.3,78.0,150.6,90.08,0.415
NEG_0237,2013-08-17 23:00:00,Papum Pare,27.42003691208151,93.86610172187464,0,15.9,22.9,80.8,93.17,0.428
NEG_0238,2010-07-06 00:00:00,Papum Pare,27.42646116015962,93.39042247189565,0,31.6,51.9,211.4,98.0,0.424
NEG_0239,2015-08-27 00:00:00,Phek,25.5404320551916,94.2410357930931,0,4.7,18.0,105.1,91.12,0.442
NEG_0240,2014-09-08 00:00:00,Pherzawl,24.120320504229376,93.18061399151958,0,34.2,50.8,145.4,96.21,0.418
NEG_0241,2016-08-05 00:00:00,Ri Bhoi,25.813946261391855,91.83683387690505,0,4.4,9.8,55.3,85.42,0.453
NEG_0242,2007-09-18 00:00:00,Ri Bhoi,26.0102197906086,92.01514233416148,0,0.1,18.3,82.2,83.67,0.479
NEG_0243,2015-08-01 00:00:00,Ri Bhoi,25.8373905436709,91.75531803955688,0,60.7,62.9,82.1,92.46,0.508
NEG_0244,2013-08-01 00:00:00,Ri Bhoi,25.685231570719637,92.0462552087962,0,15.4,25.4,82.1,86.46,0.463
NEG_0245,2012-06-14 04:00:00,Saitual,23.962346735382287,93.01401434775022,0,1.7,4.3,40.6,81.83,0.375
NEG_0246,2011-06-29 00:00:00,Senapati,25.46605896739607,94.11540849703736,0,26.5,58.7,132.7,94.25,0.443
NEG_0247,2013-06-01 00:00:00,Senapati,25.295420030430797,94.31775015797096,0,2.8,14.4,45.5,81.71,0.482
NEG_0248,2016-07-11 23:00:00,Senapati,25.502118673021464,93.76624751966985,0,31.0,51.4,127.1,93.38,0.487
NEG_0249,2010-08-17 00:00:00,Senapati,25.41710427429541,93.92838207642812,0,14.9,24.9,100.8,98.29,0.423
NEG_0250,2013-08-04 00:00:00,Senapati,25.424798424539777,94.3891634100532,0,4.4,19.0,57.9,91.42,0.497
NEG_0251,2009-08-26 00:00:00,Senapati,25.453872441130567,94.05547049843874,0,6.9,19.1,118.3,85.12,0.481
NEG_0252,2013-10-06 00:00:00,Senapati,25.52662793244414,93.99739543194724,0,50.2,65.6,102.4,99.21,0.443
NEG_0253,2012-06-13 00:00:00,Senapati,25.476206724952824,94.09606160048682,0,3.3,7.1,87.5,86.71,0.479
NEG_0254,2015-07-31 09:00:00,Senapati,25.546103501677525,93.82486595124615,0,13.6,23.0,106.3,86.54,0.494
NEG_0255,2014-05-08 00:00:00,Senapati,25.345596246556433,94.07825706655372,0,7.3,11.4,50.5,88.58,0.486
NEG_0256,2007-09-08 00:00:00,Senapati,25.304836176659105,94.04915940014617,0,23.2,51.4,156.9,98.79,0.491
NEG_0257,2011-07-25 00:00:00,Senapati,25.51660772459531,93.92215666785688,0,18.7,25.9,170.6,94.08,0.435
NEG_0258,2015-07-15 08:00:00,Senapati,25.216082876995895,94.13279756630796,0,7.9,12.4,86.3,90.88,0.457
NEG_0259,2010-09-16 03:00:00,Senapati,25.5153036451658,93.90198408147496,0,19.5,63.1,134.9,95.92,0.427
NEG_0260,2016-10-12 00:00:00,Senapati,25.508076833274565,94.19981194326864,0,29.4,33.1,73.4,95.5,0.419
NEG_0261,2012-07-05 00:00:00,Senapati,25.37429208035684,94.21843991469564,0,12.6,24.7,55.3,97.42,0.47
NEG_0262,2010-07-19 06:00:00,Senapati,25.367492894916527,94.31462694205408,0,10.8,29.1,87.8,97.25,0.472
NEG_0263,2015-06-19 00:00:00,Senapati,25.36336179846001,93.99110394800849,0,7.1,17.5,81.6,94.75,0.421
NEG_0264,2015-08-11 00:00:00,Senapati,25.301466226823496,94.08301911343138,0,22.6,50.3,126.4,95.46,0.47
NEG_0265,2009-08-20 00:00:00,Siaha,22.26109608179978,92.84885599715726,0,14.1,28.4,63.8,98.54,0.43
NEG_0266,2011-07-22 00:00:00,Siang,28.80923011171289,94.44476384643214,0,10.2,21.5,81.8,93.12,0.429
NEG_0267,2013-10-05 23:00:00,Siang,28.48518536549317,94.90960549424756,0,15.2,15.9,15.9,86.92,0.416
NEG_0268,2015-03-19 00:00:00,South Garo Hills,25.392611434909085,90.37284627810882,0,0.0,0.0,0.0,60.46,0.271
NEG_0269,2016-07-28 23:00:00,South Garo Hills,25.437383383104823,90.4873022703662,0,2.3,7.3,91.4,87.29,0.479
NEG_0270,2012-06-10 00:00:00,South Tripura,23.235631069572875,91.57951010637716,0,9.4,17.6,21.7,87.88,0.485
NEG_0271,2015-09-14 01:30:00,South West Garo Hills,25.37209267285104,89.94799498836657,0,5.6,5.6,27.3,82.33,0.434
NEG_0272,2014-06-26 23:00:00,Sribhumi,24.702517595349875,92.50210115322083,0,5.2,21.4,355.3,85.79,0.52
NEG_0273,2015-08-27 00:00:00,Sribhumi,24.439552884904792,92.4662174395672,0,15.9,17.5,91.9,90.92,0.43
NEG_0274,2016-07-20 00:00:00,Sribhumi,24.3043463829258,92.26903026941008,0,11.7,17.6,39.1,86.71,0.436
NEG_0275,2016-10-12 00:00:00,Tamenglong,24.945353854190767,93.2664379652522,0,2.8,8.3,29.0,91.33,0.404
NEG_0276,2007-09-09 00:00:00,Tamenglong,24.978876543360773,93.71336618002772,0,27.4,60.4,157.5,99.42,0.428
NEG_0277,2009-09-17 00:00:00,Tamenglong,25.17879774911693,93.60139744707465,0,9.6,16.0,44.9,95.54,0.411
NEG_0278,2015-09-05 00:00:00,Tamenglong,25.199938792782103,93.80539503787962,0,3.9,17.1,101.9,95.92,0.412
NEG_0279,2015-07-22 00:00:00,Tamenglong,25.276172084905312,93.42714389652264,0,25.5,52.7,177.4,96.33,0.49
NEG_0280,2011-07-25 00:00:00,Tamenglong,24.776353239694657,93.33472633731272,0,14.6,22.2,195.2,91.0,0.43
NEG_0281,2015-09-05 00:00:00,Tamenglong,25.096398263976297,93.56029319973553,0,2.9,14.3,110.5,96.67,0.41
NEG_0282,2007-08-28 00:00:00,Tamenglong,25.28009327806397,93.81996521162029,0,18.4,125.2,176.9,97.08,0.422
NEG_0283,2007-08-26 00:00:00,Tamenglong,25.239211872908136,93.44524968812674,0,21.3,35.1,71.3,97.29,0.519
NEG_0284,2014-09-22 00:00:00,Tamenglong,25.385484006557107,93.78227683263724,0,4.3,15.6,104.1,92.29,0.416
NEG_0285,2010-09-13 00:00:00,Tamenglong,24.97085370928477,93.3790368803608,0,12.7,15.3,41.5,92.92,0.415
NEG_0286,2016-06-12 00:00:00,Tamenglong,24.962373083593743,93.53855134732729,0,16.6,25.3,70.8,95.21,0.425
NEG_0287,2013-09-01 00:00:00,Tamenglong,25.07743439275892,93.72373284272402,0,1.3,3.4,87.7,89.04,0.399
NEG_0288,2015-08-19 00:00:00,Tawang,27.77228293454445,91.8149486104872,0,30.8,67.1,142.6,97.79,0.422
NEG_0289,2009-08-12 00:00:00,Tawang,27.666938371534293,91.9655721145108,0,7.3,11.8,46.0,90.46,0.417
NEG_0290,2010-06-03 05:00:00,Tawang,27.834399952429195,91.6376465074493,0,22.9,30.2,64.5,95.38,0.424
NEG_0291,2014-06-26 23:00:00,Tawang,27.617598310116456,91.93400673411402,0,7.2,20.1,194.3,89.21,0.413
NEG_0292,2013-07-12 00:00:00,Tengnoupal,24.535729448743584,94.27723731507804,0,29.1,43.8,69.4,93.96,0.426
NEG_0293,2015-06-19 00:00:00,Tengnoupal,24.557251292040263,94.21057543022096,0,10.6,19.7,106.8,92.58,0.462
NEG_0294,2016-07-19 00:00:00,Thoubal,24.56686246390578,93.90797571312297,0,0.0,5.4,54.5,89.42,0.395
NEG_0295,2010-09-13 00:00:00,Thoubal,24.66618650755223,94.02228744588282,0,5.0,7.6,30.8,89.79,0.497
NEG_0296,2016-07-07 00:00:00,Tirap,27.16068586810282,95.50195958340638,0,5.6,29.7,105.3,86.29,0.511
NEG_0297,2010-10-09 00:00:00,Tseminyu,25.956253611651334,94.2688472375884,0,25.8,39.0,54.4,92.88,0.456
NEG_0298,2010-09-10 00:00:00,Tuensang,26.25538444035927,94.80134598206917,0,4.7,15.0,61.8,90.29,0.499
NEG_0299,2013-06-07 00:00:00,Tuensang,26.25328879696378,94.69440220256791,0,12.8,31.4,66.6,92.29,0.498
NEG_0300,2014-09-23 03:00:00,Tuensang,26.02117819078533,94.81376534747264,0,7.1,20.7,82.5,89.75,0.5
NEG_0301,2012-06-25 18:00:00,Tuensang,26.231963619454515,94.58516053865246,0,12.9,30.9,198.7,90.83,0.433
NEG_0302,2013-09-24 00:00:00,Tuensang,26.22314786700445,94.86052174484196,0,1.8,4.0,41.1,87.12,0.423
NEG_0303,2010-06-15 00:00:00,Tuensang,26.2052208087556,94.7088219667056,0,14.4,28.6,56.7,90.08,0.423
NEG_0304,2010-10-09 00:00:00,Tuensang,26.15890127108435,94.70745330352574,0,23.9,42.9,67.6,92.83,0.453
NEG_0305,2012-06-25 00:00:00,Tuensang,26.29460470273913,94.65161145231926,0,11.1,29.3,120.8,90.21,0.475
NEG_0306,2015-08-19 09:00:00,Ukhrul,24.92043328322707,94.3261489459818,0,3.6,7.0,22.0,89.25,0.392
NEG_0307,2010-04-20 00:00:00,Ukhrul,25.438029149362,94.63848209677,0,9.2,19.7,23.5,90.5,0.369
NEG_0308,2007-07-26 00:00:00,Ukhrul,25.540272815168688,94.51386138622962,0,9.2,22.9,72.5,86.29,0.471
NEG_0309,2012-06-03 00:00:00,Ukhrul,25.646690757191877,94.56675234781488,0,25.2,49.7,108.5,90.54,0.476
NEG_0310,2011-08-05 00:00:00,Ukhrul,24.920004448937352,94.30163478926912,0,13.9,22.2,46.3,92.71,0.422
NEG_0311,2010-07-06 00:00:00,Ukhrul,25.13996258731159,94.67324123130636,0,10.4,36.0,106.0,92.67,0.443
NEG_0312,2014-09-21 00:00:00,Ukhrul,25.089592826713403,94.4582126534803,0,5.6,59.4,105.6,91.54,0.416
NEG_0313,2010-08-15 23:00:00,Ukhrul,25.173415284727096,94.23743284079696,0,10.6,25.4,78.0,91.58,0.422
NEG_0314,2013-09-01 00:00:00,Ukhrul,25.15316489918411,94.66069928189376,0,8.1,13.0,101.4,91.17,0.459
NEG_0315,2013-08-16 00:00:00,Upper Siang,28.679558960502025,95.16517863750384,0,3.7,7.7,54.0,89.0,0.411
NEG_0316,2011-07-01 00:00:00,Upper Siang,29.310451646840946,94.66251718844362,0,53.2,92.7,123.8,97.25,0.429
NEG_0317,2010-10-08 00:00:00,Upper Subansiri,28.10756965164852,94.15930229539268,0,5.1,27.9,67.1,88.79,0.422
NEG_0318,2013-05-11 00:00:00,West Garo Hills,25.26745799219892,90.03551715327053,0,26.8,33.7,124.3,87.38,0.413
NEG_0319,2011-06-28 00:00:00,West Garo Hills,25.690219362435215,89.93561467802851,0,11.0,18.9,68.8,88.54,0.404
NEG_0320,2014-05-08 00:00:00,West Garo Hills,25.461683920804717,90.18380852985791,0,44.5,60.5,217.0,90.92,0.474
NEG_0321,2015-08-26 00:00:00,West Garo Hills,25.78371178630759,90.13084533388364,0,15.7,29.6,145.7,92.54,0.407
NEG_0322,2007-05-23 00:00:00,West Garo Hills,25.486355383062634,90.26056813366624,0,3.9,9.7,80.6,94.58,0.481
NEG_0323,2015-08-28 01:45:00,West Garo Hills,25.940930887763063,90.280277770766,0,14.4,25.8,105.3,86.96,0.429
NEG_0324,2010-10-09 00:00:00,West Garo Hills,25.97033156716129,90.41498194457104,0,96.3,109.0,121.2,95.58,0.428
NEG_0325,2016-07-10 00:00:00,West Jaintia Hills,25.59562354143025,92.3306806236301,0,13.8,29.8,144.2,90.12,0.461
NEG_0326,2007-07-30 00:00:00,West Kameng,27.5599025343385,92.52152190974412,0,46.8,68.9,322.7,98.04,0.43
NEG_0327,2015-02-19 23:00:00,West Kameng,27.092060394055476,92.12567098734448,0,1.9,2.4,15.3,87.21,0.401
NEG_0328,2007-09-18 00:00:00,West Kameng,27.218248840706934,92.32312522749014,0,4.5,19.5,65.4,85.92,0.41
NEG_0329,2010-06-03 05:00:00,West Khasi Hills,25.38091143826982,90.77165490069568,0,30.5,50.3,130.1,94.21,0.464
NEG_0330,2015-06-16 00:00:00,West Khasi Hills,25.619806363418828,91.27974255288922,0,13.9,29.9,325.1,93.38,0.484
NEG_0331,2015-08-16 00:00:00,West Siang,28.121884204642235,94.57201486222912,0,24.2,46.3,80.6,96.75,0.425
NEG_0332,2013-06-07 00:00:00,West Tripura,23.7696627054414,91.30789903481858,0,1.3,6.2,17.8,81.92,0.447
NEG_0333,2015-08-01 00:00:00,Wokha,26.169579782130715,94.17138608839578,0,31.4,33.5,65.8,92.46,0.49
NEG_0334,2013-05-12 00:00:00,Wokha,26.0591377365208,94.26109291501348,0,28.7,37.6,105.4,90.83,0.503
NEG_0335,2015-08-01 00:00:00,Wokha,26.000207243737336,94.16795359876828,0,28.0,31.0,44.3,93.92,0.492
NEG_0336,2011-09-23 00:00:00,Zunheboto,25.927427423097686,94.3711490433543,0,21.3,43.4,107.8,90.04,0.446
NEG_0337,2013-07-01 00:00:00,Zunheboto,25.895357199060268,94.48689988552948,0,13.3,36.6,106.4,85.5,0.511
NEG_0338,2010-07-06 00:00:00,Zunheboto,26.132010245065175,94.63829668219424,0,4.1,13.8,98.3,86.96,0.505
NEG_0339,2010-08-14 00:00:00,Zunheboto,25.9353318741944,94.29805578164289,0,12.9,26.1,59.6,90.92,0.455
NEG_0340,2007-09-11 00:00:00,Zunheboto,25.84510577620573,94.27156651835004,0,8.4,44.4,198.2,88.38,0.502
NEG_0341,2013-05-11 09:00:00,Zunheboto,26.05371251150698,94.3919013363764,0,21.6,33.2,132.6,91.12,0.496
NEG_0342,2013-05-12 00:00:00,Zunheboto,26.042131347538536,94.6143334527487,0,39.6,61.2,167.5,92.21,0.496
NEG_0343,2010-04-20 00:00:00,Zunheboto,26.134884839621517,94.41062139255862,0,49.3,71.6,111.0,91.71,0.433
NEG_0344,2010-08-14 00:00:00,Zunheboto,26.16417985045842,94.4746915357764,0,16.2,28.2,50.9,92.54,0.496
NEG_0345,2011-05-31 14:00:00,Zunheboto,25.98503959855764,94.53328948946633,0,31.2,45.4,81.9,91.0,0.515
NEG_0346,2013-08-15 00:00:00,Zunheboto,26.09160571987535,94.60257859031653,0,9.9,16.3,69.0,90.12,0.508
