event_id,event_date,district,latitude,longitude,landslide
NEG_0314,2013-09-01 00:00:00,Ukhrul,25.15316489918411,94.66069928189377,0
NEG_0315,2013-08-16 00:00:00,Upper Siang,28.679558960502025,95.16517863750384,0
NEG_0316,2011-07-01 00:00:00,Upper Siang,29.310451646840942,94.66251718844362,0
NEG_0317,2010-10-08 00:00:00,Upper Subansiri,28.107569651648518,94.15930229539269,0
NEG_0318,2013-05-11 00:00:00,West Garo Hills,25.26745799219892,90.03551715327053,0
NEG_0319,2011-06-28 00:00:00,West Garo Hills,25.690219362435215,89.93561467802851,0
NEG_0320,2014-05-08 00:00:00,West Garo Hills,25.461683920804717,90.18380852985791,0
NEG_0321,2015-08-26 00:00:00,West Garo Hills,25.78371178630759,90.13084533388364,0
NEG_0322,2007-05-23 00:00:00,West Garo Hills,25.486355383062634,90.26056813366624,0
NEG_0323,2015-08-28 01:45:00,West Garo Hills,25.940930887763066,90.28027777076599,0
NEG_0324,2010-10-09 00:00:00,West Garo Hills,25.97033156716129,90.41498194457105,0
NEG_0325,2016-07-10 00:00:00,West Jaintia Hills,25.595623541430246,92.3306806236301,0
NEG_0326,2007-07-30 00:00:00,West Kameng,27.5599025343385,92.52152190974411,0
NEG_0327,2015-02-19 23:00:00,West Kameng,27.092060394055476,92.12567098734449,0
NEG_0328,2007-09-18 00:00:00,West Kameng,27.218248840706938,92.32312522749014,0
NEG_0329,2010-06-03 05:00:00,West Khasi Hills,25.38091143826982,90.77165490069568,0
NEG_0330,2015-06-16 00:00:00,West Khasi Hills,25.619806363418828,91.27974255288922,0
NEG_0331,2015-08-16 00:00:00,West Siang,28.121884204642235,94.57201486222912,0
NEG_0332,2013-06-07 00:00:00,West Tripura,23.769662705441398,91.30789903481858,0
NEG_0333,2015-08-01 00:00:00,Wokha,26.169579782130715,94.17138608839578,0
NEG_0334,2013-05-12 00:00:00,Wokha,26.0591377365208,94.26109291501348,0
NEG_0335,2015-08-01 00:00:00,Wokha,26.000207243737336,94.16795359876828,0
NEG_0336,2011-09-23 00:00:00,Zunheboto,25.927427423097686,94.3711490433543,0
NEG_0337,2013-07-01 00:00:00,Zunheboto,25.895357199060268,94.48689988552948,0
NEG_0338,2010-07-06 00:00:00,Zunheboto,26.132010245065178,94.63829668219424,0
NEG_0339,2010-08-14 00:00:00,Zunheboto,25.9353318741944,94.29805578164287,0
NEG_0340,2007-09-11 00:00:00,Zunheboto,25.84510577620573,94.27156651835004,0
NEG_0341,2013-05-11 09:00:00,Zunheboto,26.05371251150698,94.3919013363764,0
NEG_0342,2013-05-12 00:00:00,Zunheboto,26.042131347538536,94.6143334527487,0
NEG_0343,2010-04-20 00:00:00,Zunheboto,26.134884839621517,94.41062139255862,0
NEG_0344,2010-08-14 00:00:00,Zunheboto,26.16417985045842,94.47469153577639,0
NEG_0345,2011-05-31 14:00:00,Zunheboto,25.985039598557638,94.53328948946631,0
NEG_0346,2013-08-15 00:00:00,Zunheboto,26.09160571987535,94.60257859031653,0
